NORESM2-LM Tuned Parameters for Different Thermal Boxes,,
Thermal Box,d,q
1,230.95025154502827,0.21493148593486722
2,1.8415484815571417,0.40863836120319147
3,0.026163209615848827,1.3856950159430294e-12
