NORESM2-LM Tuned Parameters for Different Thermal Boxes,,
Thermal Box,d,q
1,0.8890550285334262,0.3980013236166854
2,0.4152600829368869,0.0008096402453019585
3,1109.7342684999787,1.4691122838907282
