NORESM2-LM Tuned Parameters for Different Thermal Boxes,,
Thermal Box,d,q
1,3.6294100399771105,0.4682426574749525
2,15.615051143675837,0.4926651019540533
3,36.40417886079952,1.2975269577956874e-06
