NORESM2-LM Tuned Parameters for Different Thermal Boxes,,
Thermal Box,d,q
1,0.021989000391986775,6.757442227350793e-07
2,0.7140849022668159,0.38356031904808485
3,3701.8849676460154,1.8293471348179302
