NORESM2-LM Tuned Parameters for Different Thermal Boxes,,
Thermal Box,d,q
1,3.9272634799375634,0.3902433170444174
2,346.521145700168,34.346765137570124
3,84.50604918002547,3.5640052770941186e-05
